,pmid,doi_from_pubmed,year,authors,abstract,reference_code,doi_from_Robert,reference_code_in_online_database
70,186026,,1976,"Greenwood C, Brittain T","The kinetics of the electron-transfer process which occurs between ferrocytochrome c and partially reduced mammalian cytochrome oxidase were studied by the rapid spectrophotometric techniques of stopped flow and temperature jump. Stopped-flow experiments showed initial very fast extinction changes at 605 nm and at 563 nm, indicating the simultaneous reduction of cytochrome a and oxidation of ferrocytochrome c. During this 'burst' phase, say the first 50 ms after mixing, it was invariably found that more cytochrome c had been oxidized than cytochrome a had been reduced. This discrepancy in electron equivalents may be accounted for by the rapid reduction of another redox site in the enzyme, possibly that associated with the extinction changes observed at 830 nm. During the incubation period in which the partially reduced oxidase was prepared, the rate of reduction of cytochrome a by ferrocytochrome c, at constant reactant concentrations, decreased with time. Temperature-jump experiments showed the presence of two relaxation processes. The faster of the two phases was assigned to the electron-transfer reaction between cytochrome c and cytochrome a. A study of the concentration-dependence of the reciprocal relaxation time for this phase yielded a rate constant of 9 X 10(6)M-1-s-1 for the electron transfer from cytochrome c to cytochrome a, and a value of 8.5 X 10(6)M-1-s-1 for the reverse reaction. The equilibrium constant for the electron-transfer reaction is therefore close to unity. The slower phase has been interpreted as signalling the transfer of electrons between cytochrome a and another redox site within the oxidase molecule.",76GRE/BRI,10.1042/bj1570591,76GRE/BRI_328
71,10346,,1976,"Hill B, Attwood M M","Phosphoglycerate mutase has been purified from methanol-grown Hyphomicrobium X and Pseudomonas AMI by acid precipitation, heat treatment, ammonium sulphate fractionation, Sephadex G-50 gel filtration and DEAE-cellulose column chromatography. The purification attained using the Hyphomicrobium X extract was 72-fold, and using the Pseudomonas AMI extract, 140-fold. The enzyme purity, as shown by analytical polyacrylamide gel electrophoresis, was 50% from Hyphomicrobium X and 40% from Pseudomonas AMI. The enzyme activity was associated with one band. The purified preparations did not contain detectable amounts of phosphoglycerate kinase, phosphopyruvate hydratase, phosphoglycerate dehydrogenase or glycerate kinase activity. The molecular weight of the enzymic preparation was 32000 +/- 3000. The enzyme from both organisms was stable at low temperatures and, in the presence of 2,3-diphosphoglyceric acid, could withstand exposure to high temperatures. The enzyme from Pseudomonas AMI has a broad pH optimum at 7-0 to 7-6 whilst the enzyme from Hyphomicrobium X has an optimal activity at pH 7-3. The cofactor 2,3-diphosphoglyceric acid was required for maximum enzyme activity and high concentrations of 2-phosphoglyceric acid were inhibitory. The Km values for the Hyphomicrobium X enzyme were: 3-phosphoglyceric acid, 6-0 X 10(-3) M: 2-phosphoglyceric acid, 6-9 X 10(-4) M; 2,3-diphosphoglyceric acid, 8-0 X 10(-6) M; and for the Pseudomonas AMI ENzyme: 3-4 X 10(-3) M, 3-7 X 10(-4) M and 10 X 10(-6) M respectively. The equilibrium constant for the reaction was 11-3 +/- 2-5 in the direction of 2-phosphoglyceric acid to 3-phosphoglyceric acid and 0-09 +/- 0-02 in the reverse direction. The standard free energy for the reaction proceeding from 2-phosphoglyceric acid to 3-phosphoglyceric acid was -5-84 kJ mol(-1) and in the reverse direction +5-81 kJ mol(-1).",76HIL/ATT,10.1099/00221287-96-1-185,76HIL/ATT_1397
72,949971,,1976,"Weischet W O, Kirschner K","The mechanism of indoleglycerol phosphate synthesis from indole and D-glyceraldehyde 3-phosphate catalyzed by tryptophan synthase has been investigated by steady-state kinetic techniques. The equilibrium constant and the progress curves were measured by use of the difference in absorbance between indole and indoleglycerol phosphate. Stopped-flow measurements show that only the non-hydrated form of D-glyceraldehyde 3-phosphate serves as substrate. The product analogue indolepropanol phosphate was used as an inhibitor to discriminate between possible mechanisms. The data agree well with an ordered addition mechanism with D-glyceraldehyde 3-phosphate adding first. Mechanisms involving random addition of substrates or ordered addition with indole adding first can be excluded because indolepropanol phosphate is a competitive inhibitor only towards glyceraldehyde 3-phosphate. The high affinity of tryptophan synthase for indoleglycerol phosphate leads to product inhibition even at small extents of reaction. Glyceraldehyde 3-phosphate combines with the enzyme with an apparent second-order rate constant, which is not diffusion controlled and generates a site with high affinity for indole.",76WEI/KIR,10.1111/j.1432-1033.1976.tb10350.x,76WEI/KIR_1179
73,7996,,1976,"Berezin I V, Klesov A A, Margolin A L, Nys P S, Savitskaia E M",The equilibrium constant for penicillin amidase-catalyzed hydrolysis of benzylpenicillin(Keg =3.00 +/- 0.24 x 10(-3) M at pH 5.0) and the ionization constants for phenylacetic acid (PAA) and the amino groups of 6-aminopenicillanic acid (6-APA) were determined (4.20 and 4.60 under conditions of the kinetic experiments respectively). The experimental data at pH 6.0 satisfactorily correlated with the theoretical pH-dependence for Keg constructed according to the hypothesis that benzylpenicillin synthesis has a thermodynamic optimum at pH 4.4 equal to a half-sum of the pK values for the carboxylic and amino groups of the PAA and 6-APA respectively.,76BER/KLY,,76BER/KLY_1009
74,1276393,,1976,"Sproull R D, Lim H C, Schneider D R","Using whole cells containing glucose isomerase, mathematical models for the enzymatic conversion of D-glucose to D-fructose and for the inactivation of the enzyme catalyst have been postulated and verified experimentally. The heat of reaction, the equilibrium constant, and the individual rate constants and their activation energies have been estimated. The model can be used to predict the time course for the enzymatic production of fructose in a batch reactor within the tested experimental range of 40-80 degrees C.",76SPR/LIM,10.1002/bit.260180504,76SPR/LIM_1310
75,1259718,,1976,"Tribout M, Paredes S, Léonis J","A rapid micro-calorimetric method for the simultaneous determination of the Michaelis-Menten parameters and the enthalpy of enzymic reactions is developed. The hydrolysis of 2': 3'-cyclic CMP by ribonuclease A is studied to test the proposed method; values obtained are in good agreement with already published data. Enzymic hydrolysis of yeast RNA, unlike that of cyclic phosphates, is shown to be endothermic. This result is explained by the two-step mechanism of this reaction.",76TRI/PAR,10.1042/bj1530089,76TRI/PAR_856
76,1191642,,1975,"Schimerlik M I, Rife J E, Cleland W W","When malic enzyme is added to a mixture of malate-2-d, TPN, CO2, pyruvate, and TPNH at concentrations calculated to be at equilibrium, the TPNH level first drops and then increases slowly to its original level. This equilibrium perturbation is caused by slower cleavage of C-D than C-H bonds during hydride transfer as malate-2-d and TPNH are partly converted into TPND and malate-2-h in the process of establishing isotopic equilibrium. With malate-2-d, isotope effects for malic enzyme at pH 7.1 and malate dehydrogenase at pH 9.3 of 1.45 and 1.70-2.16 (depending on oxaloacetate level) were determined with this method, while the corresponding isotope effects on V/Kmalate and V for the chemical reactions were 1.5-1.8 and 1.0, and 1.9 and 1.5 for the two enzymes. The advantage of this method is its extreme sensitivity, and the lack of interference from various artifacts. The sensitivity is sufficient to permit determination of 13C and 15N isotope effects in favorable cases, and values of 1.031 for malic enzyme with 13CO2, and 1.047 for glutamate dehydrogenase with 15NH4+ have been determined. In the course of this work it was discovered that the equilibrium constants for oxidation by DPN, and oxidative decarboxylation by TPN are lower for malate-2-d than for malate-2-h by a factor of 0.76-0.82. Changes in Keq upon deuterium substitution, which are predicted by the calculations of Hartshorn and Shiner (1972), should be observed for many other reactions as well.",75SCH/RIF,10.1021/bi00695a020,75SCH/RIF_150
77,241749,,1975,Sundler R,"Ethanolaminephosphate cytidylyltransferase (EC 2.7.7.14), which catalyzes a central step in phosphatidylethanolamine synthesis, has been purified 1000-fold from a postmicrosomal supernatant from rat liver. The enzyme, which requires a reducing agent, like dithiothreitol, for activity, is stable for weeks at 0-4 degrees when stored in the presence of dithiothreitol and in the pH range 7.5 to 9.0. A molecular weight of 100 to 120 X 10(3) was estimated by gel chromatography on Sephadex G-200. Gel electrophoresis in the presence of sodium dodecyl sulfate gave only one protein band with an apparent molecular weight of 49 to 50 X 10(3). The reaction catalyzed by the enzyme is reversible with a Keq for the forward reaction of 0.46 under the assay conditions. Michaelis constants of 53 and 65 muM were determined for CTP and ethanolaminephosphate, respectively. From the product inhibition pattern an ordered sequential reaction mechanism is proposed, in which CTP is the first substrate to add to the enzyme and CDP-ethanolamine is the last product to be released. The possible role of this reaction in the regulation of phosphatidylethanolamine synthesis in liver is discussed.",75SUN,,75SUN_700
78,1250,,1975,"Wyrambik D, Grisebach H","Two isoenzymes of an NADP+ -dependent cinnamyl alcohol dehydrogenase and an NAD+ - dependent aliphatic alcohol dehydrogenase were extracted from cell suspension cultures of soybean (Glycine max L., var. Mandarin) which form lignin during growth. These enzymes could be separated from each other by chromatography on DEAE-cellulose and hydroxyapatite. The cinnamyl alcohol dehydrogenase isoenzymes were partially purified by (NH4)2SO4 fractionation, and column chromatography on DEAE-cellulose, Sephadex G-100, and hydroxyapatite. The molecular weight of the enzymes were estimated by the elution volumes from a Sephadex G-100 column and were found to be about 43,000 (isoenzyme 1) and 69,000 (isoenzyme 2). Maximum rates of reaction were observed in the case of coniferyl alcohol oxidation at pH 9.2 (Isoenzyme 1) and pH 8.8 (isoenzyme 2); in the reverse reaction pH 6.5 was optimal for isoenzyme 2. Whereas isoenzyme 1 is specific for coniferyl alcohol, isoenzyme 2 can also oxidize cinnamyl alcohol and a number of substituted cinnamyl alcohols, Km values for substituted cinnamaldehydes are 3-11 times lower than for the corresponding alcohols. Neither isoenzyme reacted with benzyl alcohol, anisic alcohol or ethanol. Substrate inhibition for the forward and reverse reaction was found with isoenzyme 2 but not with isoenzyme 1. The equilibrium constant was determined to be about 10(9) in favour of coniferaldehyde reduction. The possible role of the cinnamyl alcohol dehydrogenase in lignin biosynthesis is discussed.",75WYR/GRI,10.1111/j.1432-1033.1975.tb02418.x,75WYR/GRI_223
79,240851,,1975,"Izumori K, Rees A W, Elbein A D","D-Ribose isomerase, which catalyzes the conversion of D-ribose to D-ribulose, was purified from extracts of Mycobacterium smegmatis grown on D-ribose. The purified enzyme crystalized as hexagonal plates from a 44% solution of ammonium sulfate. The enzyme was homogenous by disc gel electrophoresis and ultracentrifugal analysis. The molecular weight of the enzyme was between 145,000 and 174,000 by sedimentation equilibrium analysis. Its sedimentation constant of 8.7 S indicates it is globular. On the basis of sodium dodecyl sulfate gel electrophoresis in the presence of Mn2+, the enzyme is probably composed of 4 identical subunits of molecular weight about 42,000 to 44,000. The enzyme was specific for sugars having the same configuration as D-ribose at carbon atoms 1 to 3. Thus, the enzyme could also utilize L-lyxose, D-allose, and L-rhamnose as substrates. The Km for D-ribose was 4 mM and for L-lyxose it was 5.3 mM. The enzyme required a divalent cation for activity with optimum activity being shown with Mn2+. the Km for the various cations was as follows: Mn2+, 1 times 10(-7) M, Co2+, 4 times 10(-7) M, and Mg2+, 1.8 times 10(-5) M. The pH optimum for the enzyme was 7.5 to 8.5. Polyols did not inhibit the enzyme to any great extent. The product of the reaction was identified as D-ribulose by thin layer chromatography and by preparation of the O-nitrophenylhydrazone derivative.",75IZU/REE,,75IZU/REE_1376
80,169260,,1975,"Shizuta Y, Beavo J A, Bechtel P J, Hofmann F, Krebs E G","Using a homogeneous enzyme from rabbit skeletal muscle, it has been demonstrated that the cyclic adenosine 3':5'-monophosphate (cyclic AMP)-dependent protein kinase reaction is reversible. In addition to the phosphorylated protein substrate, the reverse reaction requires Mg2+, ADP, and cyclic AMP when the holoenzyme is used as the source of enzyme. It is independent of cyclic AMP when the catalytic subunit of the protein kinase is used. The optimum pH for the reverse reaction with 32P-labeled casein as the substrate is 5.7, essentially the same as that for the forward reaction. Among the nucleotide subtrates tested, ADP serves as the best phosphoryl group acceptor. The Km of the enzyme for ADP is 3.3 mM and that for 32P-casein is 1.7 mg/ml. The equilibrium constant at 30 degrees is approximately 0.042 at a magnesium concentration of 10 mM and a pH of 6.9. This result indicates that the free energy of hydrolysis (deltaG0obs) of the phosphorylated protein substrate is relatively high, i.e. approximately -6.5 kcal/mol under these conditions.",75SHI/BEA,,75SHI/BEA_560
