,Enzyme:,Reaction:,Reference:,Reference ID:,PMID,DOI,T [K],pH,Keq,Km',Experimental conditions,Ionic strength [molal],Enthalpy [kJ/mol],solutes [mol/dm^3],Buffer:,-log[Mg+2],EC Value:,Method:,Ionic strength [mol/dm^3],solutes [molal]
89, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289, , ,313.15,7,0.0014, ,   +  MgCl2, , , , , ,5.3.1.1 & 5.3.1.1, spectrophotometry, , 
90, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289, , ,313.15,7,0.0064, ,   +  none, , , , , ,5.3.1.1 & 5.3.1.1, spectrophotometry, , 
91, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289, , ,333.15,7,0.015, ,   +  MgCl2, , , , , ,5.3.1.1 & 5.3.1.1, spectrophotometry, , 
92, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289, , ,333.15,7,0.0082, ,   +  MgCl2, , , , , ,5.3.1.1 & 5.3.1.1, spectrophotometry, , 
93, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289, , ,333.15,7,0.0056, ,   +  MgCl2, , , , , ,5.3.1.1 & 5.3.1.1, spectrophotometry, , 
94, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289, , ,333.15,7,0.0046, ,   +  MgCl2, , , , , ,5.3.1.1 & 5.3.1.1, spectrophotometry, , 
95, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289, , ,333.15,7,0.0012, ,   +  MgCl2, , , , , ,5.3.1.1 & 5.3.1.1, spectrophotometry, , 
96, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289, , ,333.15,7,0.019, ,   +  none, , , , , ,5.3.1.1 & 5.3.1.1, spectrophotometry, , 
97, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7, , ,298.15,6.4, , , , , , , phosphate, ,1.1.1.1, spectrophotometry, , 
98, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7, , ,298.15,7.0, , , , , , , phosphate, ,1.1.1.1, spectrophotometry, , 
99, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7, , ,298.15,7.7, , , , , , , phosphate, ,1.1.1.1, spectrophotometry, , 
100, creatine kinase, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_589, , ,293.15,7.7, , , , , , , carbonate + bicarbonate, ,2.7.3.2, chemical analysis, , 
101, creatine kinase, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_589, , ,293.15,8.8, , , , , , , carbonate + bicarbonate, ,2.7.3.2, chemical analysis, , 
102, arginine kinase, ATP(aq) + L-arginine(aq) = ADP(aq) + NÏ‰-phospho-L-arginine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_614, , ,293.15,7.7, , , , , , , carbonate + bicarbonate, ,2.7.3.3, chemical analysis, , 
103, fructose-biphosphate aldolase, methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099, , ,273.15, ,0.0021, , , , , , phosphate, ,4.1.2.13, chemical analysis, , 
104, fructose-biphosphate aldolase, methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099, , ,293.15, ,0.0029, , , , , , phosphate, ,4.1.2.13, chemical analysis, , 
105, fructose-biphosphate aldolase, methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099, , ,313.15, ,0.0067, , , , , , phosphate, ,4.1.2.13, chemical analysis, , 
106, fructose-biphosphate aldolase, D-fructose 1-phosphate(aq) = D-glyceraldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Schulz W.; Biochem. Z. 289 87 (1936).,36MEY/SCH_1096, , ,298.15, , , , , ,-60.2, , phosphate, ,4.1.2.13, calorimetry, , 
107, _-glucosidase, 1-butyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_914, , ,277.15, ,8.63, , , , , , , ,3.2.1.21, polarimetry, , 
108, _-glucosidase, 1-butyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_914, , ,303.15, ,9.48, , , , , , , ,3.2.1.21, polarimetry, , 
109, _-glucosidase, 2-butyl Î²-D-glucopyranoside(aq) + H2O(l) = (1)-2-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_915, , ,277.15, ,18.5, , , , , , , ,3.2.1.21, polarimetry, , 
110, _-glucosidase, 2-butyl Î²-D-glucopyranoside(aq) + H2O(l) = (1)-2-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_915, , ,303.15, ,21.1, , , , , , , ,3.2.1.21, polarimetry, , 
111, _-glucosidase, ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_917, , ,277.15, ,7.08, , , , , , , ,3.2.1.21, polarimetry, , 
112, _-glucosidase, ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_917, , ,303.15, ,7.88, , , , , , , ,3.2.1.21, polarimetry, , 
113, _-glucosidase, methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_922, , ,277.15, ,4.50, , , , , , , ,3.2.1.21, polarimetry, , 
114, _-glucosidase, methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_922, , ,303.15, ,4.73, , , , , , , ,3.2.1.21, polarimetry, , 
115, _-glucosidase, 2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_923, , ,277.15, ,11.2, , , , , , , ,3.2.1.21, polarimetry, , 
116, _-glucosidase, 2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_923, , ,303.15, ,11.9, , , , , , , ,3.2.1.21, polarimetry, , 
117, _-glucosidase, 2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_924, , ,277.15, ,45.0, , , , , , , ,3.2.1.21, polarimetry, , 
118, _-glucosidase, 2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_924, , ,303.15, ,57.0, , , , , , , ,3.2.1.21, polarimetry, , 
119, _-glucosidase, 1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_925, , ,277.15, ,8.92, , , , , , , ,3.2.1.21, polarimetry, , 
120, _-glucosidase, 1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_925, , ,303.15, ,9.98, , , , , , , ,3.2.1.21, polarimetry, , 
121, _-glucosidase, 2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_926, , ,277.15, ,19.0, , , , , , , ,3.2.1.21, polarimetry, , 
122, _-glucosidase, 2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_926, , ,303.15, ,22.7, , , , , , , ,3.2.1.21, polarimetry, , 
123, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8, , ,298.15,6.05, , , , , , , , ,1.1.1.1, spectrophotometry, , 
124, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8, , ,298.15,7.25, , , , , , , , ,1.1.1.1, spectrophotometry, , 
125, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8, , ,298.15,8.0, , , , , , , , ,1.1.1.1, spectrophotometry, , 
126, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127, , ,298.15,7.46, , , , , , , phosphate, ,1.1.1.37, spectrophotometry, , 
127, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127, , ,298.15,7.54, , , , , , , phosphate, ,1.1.1.37, spectrophotometry, , 
128, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127, , ,298.15,7.71, , , , , , , phosphate, ,1.1.1.37, spectrophotometry, , 
129, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127, , ,298.15,7.85, , , , , , , phosphate, ,1.1.1.37, spectrophotometry, , 
130, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127, , ,298.15,8.33, , , , , , , phosphate, ,1.1.1.37, spectrophotometry, , 
131, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127, , ,298.15,8.44, , , , , , , phosphate, ,1.1.1.37, spectrophotometry, , 
132, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127, , ,298.15,8.49, , , , , , , phosphate, ,1.1.1.37, spectrophotometry, , 
133, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95, , ,298.15,7.58, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
134, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95, , ,298.15,7.61, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
135, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95, , ,298.15,8.38, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
136, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95, , ,298.15,8.51, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
137, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95, , ,298.15,8.82, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
138, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95, , ,298.15,8.83, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
139, glycerol-3-phosphate dehydrogenase (NAD+), sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42, , ,298.15,6.9, , , , , , , phosphate, ,1.1.1.8, spectrophotometry, , 
140, glycerol-3-phosphate dehydrogenase (NAD+), sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42, , ,298.15,7.6, , , , , , , phosphate, ,1.1.1.8, spectrophotometry, , 
141, glycerol-3-phosphate dehydrogenase (NAD+), sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42, , ,298.15,8.1, , , , , , , phosphate, ,1.1.1.8, spectrophotometry, , 
142, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96, , ,298.15,7.4, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
143, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96, , ,298.15,7.4, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
144, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96, , ,298.15,7.9, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
145, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96, , ,298.15,8.1, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
146, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96, , ,298.15,8.2, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
147, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96, , ,298.15,8.3, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
148, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96, , ,298.15,8.35, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
149, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96, , ,298.15,8.7, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
150, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96, , ,298.15,8.9, , , , , , , phosphate, ,1.1.1.27, spectrophotometry, , 
151, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Negelein E.; Wulff H.-J.; Biochem. Z.; 293 351 (1937).,37NEG/WUL_9, , ,293.15,7.9, , , , , , , phosphate, ,1.1.1.1, spectrophotometry, , 
152, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,6.05,3.9E-11, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
153, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,6.63,1.3E-9, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
154, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.01,1.3E-9, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
155, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.26,7.6E-9, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
156, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.36,6.5E-9, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
157, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.39,9.4E-9, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
158, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.40,7.9E-9, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
159, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.43,1.5E-8, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
160, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.45,1.7E-8, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
161, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.57,7.7E-9, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
162, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.60,2.0E-8, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
163, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.66,1.1E-8, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
164, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,7.82,2.4E-8, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
165, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,8.01,3.6E-8, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
166, glutamate dehydrogenase, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273, , ,298.15,8.05,7.0E-8, , , , , , phosphate, ,1.4.1.2, spectrophotometry, , 
167, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Meyerhof O.; Schulz W.; Biochem. Z.; 297 60 (1938).,38MEY/SCH_1387, , ,273.15, , , , , , , , , ,5.4.2.1, polarimetry, , 
168, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Meyerhof O.; Schulz W.; Biochem. Z.; 297 60 (1938).,38MEY/SCH_1387, , ,293.15, , , , , , , , , ,5.4.2.1, polarimetry, , 
169, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Meyerhof O.; Schulz W.; Biochem. Z.; 297 60 (1938).,38MEY/SCH_1387, , ,310.15, , , , , , , , , ,5.4.2.1, polarimetry, , 
170, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Meyerhof O.; Schulz W.; Biochem. Z.; 297 60 (1938).,38MEY/SCH_1387, , ,333.15, , , , , , , , , ,5.4.2.1, polarimetry, , 
171, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Schlenk F.; Hellstrvm H.; von Euler H.; Ber. Dtsch. Chem. Ges.; 71 1471 (1938).,38SCH/HEL_10, , ,298.15,6.30, , , , , , , , ,1.1.1.1, spectrophotometry, , 
172, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Schlenk F.; Hellstrvm H.; von Euler H.; Ber. Dtsch. Chem. Ges.; 71 1471 (1938).,38SCH/HEL_10, , ,298.15,6.85, , , , , , , , ,1.1.1.1, spectrophotometry, , 
173, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Schlenk F.; Hellstrvm H.; von Euler H.; Ber. Dtsch. Chem. Ges.; 71 1471 (1938).,38SCH/HEL_10, , ,298.15,7.15, , , , , , , , ,1.1.1.1, spectrophotometry, , 
174, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Schlenk F.; Hellstrvm H.; von Euler H.; Ber. Dtsch. Chem. Ges.; 71 1471 (1938).,38SCH/HEL_10, , ,298.15,7.34, , , , , , , , ,1.1.1.1, spectrophotometry, , 
175, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Schlenk F.; Hellstrvm H.; von Euler H.; Ber. Dtsch. Chem. Ges.; 71 1471 (1938).,38SCH/HEL_10, , ,298.15,7.61, , , , , , , , ,1.1.1.1, spectrophotometry, , 
